ros_time_sec,tag_id,roll(rad),pitch(rad),yaw(rad),tx(m),ty(m),tz(m),q_x,q_y,q_z,q_w
1760130319.862571,3,-2.979763,-0.008784,0.019343,-0.006685,-0.010167,0.566417,0.996669,0.009995,0.003596,-0.080864
1760130319.898665,3,-2.980191,-0.011563,0.019142,-0.006676,-0.010168,0.566471,0.996679,0.010006,0.004991,-0.080663
1760130319.930725,3,-2.980758,-0.008328,0.018987,-0.006686,-0.010169,0.566485,0.996712,0.009797,0.003387,-0.080366
1760130319.966802,3,-2.981872,-0.009076,0.019278,-0.006677,-0.010169,0.566538,0.996753,0.009970,0.003755,-0.079814
1760130319.998091,3,-2.980501,-0.011319,0.018594,-0.006676,-0.010165,0.566382,0.996695,0.009722,0.004893,-0.080506
1760130320.035193,3,-2.981668,-0.012220,0.019219,-0.006681,-0.010170,0.566527,0.996735,0.010066,0.005323,-0.079931
1760130320.070653,3,-2.978928,-0.010762,0.019022,-0.006684,-0.010164,0.566441,0.996631,0.009916,0.004590,-0.081289
1760130320.102215,3,-2.980724,-0.012830,0.018831,-0.006684,-0.010167,0.566476,0.996697,0.009900,0.005637,-0.080403
1760130320.139018,3,-2.979797,-0.014298,0.018998,-0.006676,-0.010167,0.566476,0.996654,0.010045,0.006357,-0.080872
1760130320.170723,3,-2.980654,-0.005622,0.019379,-0.006683,-0.010171,0.566423,0.996711,0.009884,0.002023,-0.080405
1760130320.206661,3,-2.981034,-0.008209,0.019459,-0.006678,-0.010167,0.566493,0.996721,0.010027,0.003311,-0.080228
1760130320.242703,3,-2.981013,-0.010034,0.019021,-0.006684,-0.010166,0.566463,0.996717,0.009882,0.004238,-0.080246
1760130320.274540,3,-2.982476,-0.008575,0.019205,-0.006685,-0.010167,0.566485,0.996779,0.009913,0.003511,-0.079511
1760130320.310360,3,-2.982113,-0.011100,0.019165,-0.006677,-0.010167,0.566483,0.996757,0.009994,0.004769,-0.079703
1760130320.342811,3,-2.980821,-0.008178,0.019416,-0.006687,-0.010167,0.566500,0.996712,0.010005,0.003296,-0.080335
1760130320.378513,3,-2.980502,-0.007804,0.019109,-0.006687,-0.010166,0.566432,0.996702,0.009837,0.003121,-0.080491
1760130320.410723,3,-2.980687,-0.010317,0.019069,-0.006688,-0.010168,0.566492,0.996703,0.009918,0.004375,-0.080410
1760130320.446896,3,-2.979215,-0.008744,0.019185,-0.006690,-0.010164,0.566393,0.996647,0.009915,0.003580,-0.081137
1760130320.478872,3,-2.980078,-0.014285,0.018861,-0.006686,-0.010166,0.566480,0.996666,0.009976,0.006358,-0.080731
1760130320.514877,3,-2.981187,-0.011530,0.018935,-0.006688,-0.010167,0.566577,0.996720,0.009898,0.004988,-0.080166
1760130320.550797,3,-2.981916,-0.015430,0.018685,-0.006685,-0.010165,0.566525,0.996736,0.009928,0.006945,-0.079819
1760130320.582793,3,-2.981302,-0.011860,0.019066,-0.006692,-0.010172,0.566634,0.996723,0.009977,0.005147,-0.080111
1760130320.619135,3,-2.981568,-0.006238,0.019301,-0.006690,-0.010168,0.566480,0.996747,0.009869,0.002338,-0.079953
1760130320.651118,3,-2.983495,-0.013260,0.018394,-0.006681,-0.010168,0.566586,0.996808,0.009691,0.005883,-0.079022
1760130320.686850,3,-2.981971,-0.011593,0.018608,-0.006685,-0.010161,0.566529,0.996753,0.009736,0.005036,-0.079775
1760130320.718855,3,-2.980162,-0.009445,0.018847,-0.006688,-0.010164,0.566566,0.996685,0.009773,0.003947,-0.080668
1760130320.755293,3,-2.981698,-0.008645,0.019101,-0.006692,-0.010171,0.566588,0.996748,0.009865,0.003546,-0.079899
1760130320.790785,3,-2.978623,-0.011563,0.019209,-0.006686,-0.010167,0.566536,0.996615,0.010043,0.004980,-0.081445
1760130320.823094,3,-2.984188,-0.011202,0.018999,-0.006690,-0.010173,0.566741,0.996840,0.009910,0.004837,-0.078669
1760130320.858747,3,-2.983011,-0.011869,0.018998,-0.006685,-0.010171,0.566642,0.996791,0.009939,0.005163,-0.079259
1760130320.890845,3,-2.984900,-0.009156,0.019180,-0.006688,-0.010169,0.566653,0.996873,0.009918,0.003813,-0.078305
1760130320.926483,3,-2.981650,-0.009662,0.019178,-0.006688,-0.010168,0.566586,0.996743,0.009944,0.004049,-0.079927
1760130320.962882,3,-2.981620,-0.005458,0.019431,-0.006692,-0.010172,0.566606,0.996750,0.009902,0.001944,-0.079924
1760130320.995160,3,-2.983936,-0.008917,0.018946,-0.006685,-0.010174,0.566723,0.996837,0.009794,0.003699,-0.078784
1760130321.031128,3,-2.983071,-0.011088,0.018673,-0.006684,-0.010167,0.566605,0.996798,0.009746,0.004787,-0.079225
1760130321.063091,3,-2.978039,-0.009626,0.019339,-0.006684,-0.010161,0.566406,0.996596,0.010030,0.004007,-0.081727
1760130321.098871,3,-2.980503,-0.016436,0.018767,-0.006683,-0.010170,0.566598,0.996674,0.010014,0.007436,-0.080528
1760130321.130816,3,-2.981978,-0.009112,0.018850,-0.006691,-0.010168,0.566618,0.996759,0.009758,0.003790,-0.079761
1760130321.167551,3,-2.984877,-0.011655,0.018983,-0.006686,-0.010171,0.566714,0.996865,0.009918,0.005066,-0.078328
1760130321.202443,3,-2.981131,-0.011478,0.018940,-0.006689,-0.010166,0.566566,0.996718,0.009899,0.004961,-0.080194
1760130321.240785,3,-2.981839,-0.018885,0.018494,-0.006679,-0.010168,0.566546,0.996718,0.009971,0.008674,-0.079872
1760130321.272685,3,-2.983322,-0.014228,0.018611,-0.006688,-0.010159,0.566552,0.996797,0.009838,0.006356,-0.079113
1760130321.306270,3,-2.982616,-0.007830,0.019202,-0.006688,-0.010168,0.566608,0.996786,0.009881,0.003140,-0.079438
1760130321.339567,3,-2.983238,-0.011221,0.019009,-0.006685,-0.010169,0.566617,0.996802,0.009918,0.004841,-0.079143
1760130321.374378,3,-2.983180,-0.011078,0.018994,-0.006688,-0.010167,0.566700,0.996800,0.009905,0.004770,-0.079171
1760130321.406241,3,-2.982352,-0.015357,0.018353,-0.006677,-0.010166,0.566646,0.996755,0.009758,0.006924,-0.079601
1760130321.443053,3,-2.980268,-0.011101,0.018803,-0.006685,-0.010168,0.566544,0.996685,0.009818,0.004774,-0.080622
1760130321.475085,3,-2.982121,-0.008962,0.018894,-0.006684,-0.010170,0.566712,0.996765,0.009774,0.003714,-0.079689
1760130321.511183,3,-2.983303,-0.012196,0.018610,-0.006687,-0.010172,0.566675,0.996804,0.009758,0.005343,-0.079114
1760130321.543599,3,-2.979693,-0.011725,0.018947,-0.006683,-0.010163,0.566515,0.996659,0.009916,0.005077,-0.080912
1760130321.578925,3,-2.981447,-0.011817,0.018777,-0.006690,-0.010167,0.566606,0.996730,0.009831,0.005138,-0.080038
1760130321.610311,3,-2.981113,-0.009181,0.019202,-0.006691,-0.010167,0.566546,0.996723,0.009938,0.003806,-0.080193
1760130321.646801,3,-2.981015,-0.006721,0.019620,-0.006691,-0.010166,0.566609,0.996722,0.010048,0.002563,-0.080231
1760130321.682930,3,-2.981556,-0.006430,0.019583,-0.006695,-0.010165,0.566594,0.996745,0.010017,0.002422,-0.079960
1760130321.714246,3,-2.981374,-0.008800,0.019233,-0.006692,-0.010171,0.566647,0.996734,0.009938,0.003616,-0.080061
1760130321.751383,3,-2.983269,-0.010012,0.018950,-0.006690,-0.010168,0.566733,0.996807,0.009841,0.004241,-0.079122
1760130321.782891,3,-2.983386,-0.014202,0.018456,-0.006688,-0.010171,0.566734,0.996800,0.009760,0.006349,-0.079081
1760130321.819033,3,-2.979190,-0.009852,0.019325,-0.006689,-0.010165,0.566480,0.996642,0.010030,0.004126,-0.081155
1760130321.852824,3,-2.981025,-0.012451,0.018682,-0.006685,-0.010167,0.566571,0.996712,0.009810,0.005456,-0.080250
1760130321.887090,3,-2.979139,-0.008949,0.018847,-0.006683,-0.010166,0.566445,0.996645,0.009755,0.003695,-0.081175
1760130321.923378,3,-2.982294,-0.006460,0.019212,-0.006689,-0.010164,0.566568,0.996776,0.009833,0.002455,-0.079592
1760130321.955519,3,-2.982210,-0.011517,0.018624,-0.006682,-0.010171,0.566714,0.996762,0.009740,0.004999,-0.079656
1760130321.991535,3,-2.981899,-0.012144,0.019019,-0.006686,-0.010166,0.566547,0.996746,0.009963,0.005294,-0.079814
1760130322.023394,3,-2.981565,-0.009064,0.018824,-0.006685,-0.010174,0.566675,0.996743,0.009744,0.003765,-0.079967
1760130322.059247,3,-2.982898,-0.011380,0.018654,-0.006685,-0.010167,0.566656,0.996790,0.009748,0.004933,-0.079312
1760130322.094814,3,-2.981655,-0.005035,0.019153,-0.006690,-0.010165,0.566513,0.996753,0.009747,0.001744,-0.079904
1760130322.126483,3,-2.981860,-0.010342,0.018956,-0.006692,-0.010165,0.566620,0.996750,0.009860,0.004398,-0.079826
1760130322.163055,3,-2.982752,-0.010734,0.018856,-0.006693,-0.010167,0.566680,0.996785,0.009824,0.004602,-0.079383
1760130322.196449,3,-2.986623,-0.009936,0.018834,-0.006687,-0.010167,0.566714,0.996939,0.009773,0.004224,-0.077449
1760130322.233014,3,-2.984431,-0.009179,0.019062,-0.006690,-0.010170,0.566811,0.996855,0.009861,0.003827,-0.078539
1760130322.263337,3,-2.983260,-0.008503,0.019271,-0.006691,-0.010175,0.566691,0.996809,0.009941,0.003476,-0.079120
1760130322.298666,3,-2.983033,-0.009606,0.019186,-0.006689,-0.010167,0.566668,0.996798,0.009943,0.004028,-0.079238
1760130322.335351,3,-2.982747,-0.012874,0.018621,-0.006691,-0.010173,0.566658,0.996779,0.009791,0.005678,-0.079394
1760130322.366114,3,-2.981283,-0.013229,0.018855,-0.006691,-0.010159,0.566544,0.996718,0.009927,0.005838,-0.080126
1760130322.402994,3,-2.984219,-0.008633,0.019154,-0.006686,-0.010165,0.566653,0.996848,0.009887,0.003550,-0.078642
1760130322.435523,3,-2.982563,-0.013778,0.018226,-0.006685,-0.010163,0.566560,0.996770,0.009631,0.006143,-0.079488
1760130322.471035,3,-2.982338,-0.009223,0.019485,-0.006695,-0.010165,0.566624,0.996770,0.010078,0.003822,-0.079583
1760130322.506479,3,-2.984088,-0.011559,0.018692,-0.006688,-0.010161,0.566660,0.996836,0.009771,0.005026,-0.078720
1760130322.539172,3,-2.983778,-0.011249,0.018726,-0.006686,-0.010167,0.566683,0.996825,0.009777,0.004869,-0.078873
1760130322.574624,3,-2.984841,-0.009647,0.019065,-0.006685,-0.010170,0.566651,0.996870,0.009880,0.004062,-0.078337
1760130322.606835,3,-2.980446,-0.010580,0.018881,-0.006688,-0.010164,0.566589,0.996693,0.009835,0.004513,-0.080531
1760130322.642737,3,-2.979922,-0.007475,0.018992,-0.006688,-0.010164,0.566576,0.996680,0.009766,0.002958,-0.080779
1760130322.674814,3,-2.984039,-0.007176,0.019305,-0.006691,-0.010167,0.566677,0.996843,0.009905,0.002817,-0.078726
1760130322.710939,3,-2.979958,-0.005240,0.019536,-0.006690,-0.010159,0.566453,0.996683,0.009947,0.001823,-0.080751
1760130322.742856,3,-2.981961,-0.011413,0.018800,-0.006690,-0.010164,0.566602,0.996752,0.009825,0.004939,-0.079780
1760130322.778555,3,-2.980579,-0.006352,0.019580,-0.006687,-0.010166,0.566580,0.996706,0.010013,0.002378,-0.080447
1760130322.810929,3,-2.981869,-0.011427,0.018572,-0.006684,-0.010166,0.566580,0.996749,0.009712,0.004954,-0.079825
1760130322.846391,3,-2.982683,-0.009804,0.019086,-0.006689,-0.010163,0.566670,0.996784,0.009902,0.004129,-0.079413
1760130322.883118,3,-2.981585,-0.013473,0.018689,-0.006684,-0.010160,0.566648,0.996730,0.009853,0.005968,-0.079976
1760130322.915273,3,-2.983867,-0.012921,0.019139,-0.006685,-0.010167,0.566624,0.996821,0.010048,0.005686,-0.078838
1760130322.951631,3,-2.983605,-0.007230,0.019382,-0.006691,-0.010168,0.566725,0.996826,0.009946,0.002839,-0.078943
1760130322.983130,3,-2.984575,-0.014871,0.018444,-0.006693,-0.010165,0.566704,0.996844,0.009777,0.006689,-0.078491
1760130323.018847,3,-2.981665,-0.014016,0.018779,-0.006685,-0.010168,0.566728,0.996731,0.009919,0.006235,-0.079939
1760130323.054126,3,-2.980768,-0.006684,0.019175,-0.006688,-0.010161,0.566502,0.996715,0.009825,0.002561,-0.080353
1760130323.086918,3,-2.982450,-0.015718,0.018564,-0.006686,-0.010155,0.566542,0.996756,0.009877,0.007096,-0.079554
1760130323.122708,3,-2.984016,-0.010849,0.019040,-0.006688,-0.010163,0.566727,0.996834,0.009917,0.004658,-0.078753
1760130323.155019,3,-2.980011,-0.010110,0.018951,-0.006687,-0.010159,0.566442,0.996677,0.009852,0.004274,-0.080746
1760130323.190264,3,-2.984709,-0.011667,0.018723,-0.006689,-0.010163,0.566670,0.996860,0.009789,0.005082,-0.078411
1760130323.222744,3,-2.981096,-0.009564,0.018708,-0.006683,-0.010161,0.566525,0.996723,0.009707,0.004016,-0.080202
1760130323.258538,3,-2.978492,-0.014607,0.018657,-0.006686,-0.010156,0.566473,0.996601,0.009892,0.006519,-0.081522
1760130323.290722,3,-2.982699,-0.009688,0.019131,-0.006686,-0.010160,0.566575,0.996785,0.009919,0.004069,-0.079405
1760130323.326401,3,-2.982376,-0.010136,0.019079,-0.006687,-0.010157,0.566583,0.996771,0.009912,0.004293,-0.079568
1760130323.362975,3,-2.983855,-0.007628,0.019325,-0.006691,-0.010165,0.566625,0.996835,0.009933,0.003041,-0.078820
1760130323.394808,3,-2.983731,-0.006902,0.019226,-0.006697,-0.010164,0.566679,0.996832,0.009855,0.002682,-0.078878
1760130323.430931,3,-2.982664,-0.009772,0.019291,-0.006687,-0.010158,0.566589,0.996782,0.010003,0.004105,-0.079423
1760130323.462864,3,-2.983599,-0.014776,0.018608,-0.006684,-0.010158,0.566628,0.996806,0.009857,0.006631,-0.078978
1760130323.499280,3,-2.984307,-0.011632,0.018948,-0.006690,-0.010163,0.566700,0.996843,0.009901,0.005053,-0.078612
1760130323.530984,3,-2.982081,-0.011000,0.018866,-0.006684,-0.010161,0.566588,0.996758,0.009841,0.004730,-0.079718
1760130323.567106,3,-2.980942,-0.010286,0.019143,-0.006687,-0.010161,0.566553,0.996713,0.009953,0.004358,-0.080283
1760130323.602762,3,-2.982327,-0.009507,0.018884,-0.006688,-0.010162,0.566616,0.996772,0.009790,0.003987,-0.079589
1760130323.634870,3,-2.981915,-0.006771,0.019294,-0.006693,-0.010162,0.566624,0.996760,0.009886,0.002605,-0.079783
1760130323.670562,3,-2.980382,-0.007724,0.019243,-0.006688,-0.010158,0.566549,0.996697,0.009901,0.003075,-0.080551
1760130323.703174,3,-2.985220,-0.013317,0.018854,-0.006688,-0.010163,0.566737,0.996874,0.009918,0.005902,-0.078164
1760130323.738660,3,-2.983347,-0.010835,0.018615,-0.006689,-0.010164,0.566585,0.996810,0.009706,0.004665,-0.079086
1760130323.774840,3,-2.979867,-0.006619,0.019155,-0.006692,-0.010163,0.566616,0.996679,0.009813,0.002525,-0.080802
1760130323.806484,3,-2.982182,-0.008564,0.018910,-0.006653,-0.010178,0.566730,0.996768,0.009766,0.003515,-0.079657
1760130323.843264,3,3.028499,-0.017988,0.022176,-0.006065,-0.010590,0.568046,0.998306,0.010562,0.009606,0.056412
1760130323.875148,3,-2.996421,0.000005,0.027143,-0.005381,-0.010632,0.568173,0.997275,0.013535,-0.000986,-0.072515
1760130323.911086,3,-2.993611,-0.001311,0.031718,-0.004667,-0.010841,0.568175,0.997138,0.015863,-0.000518,-0.073924
1760130323.943083,3,3.036356,-0.013864,0.035355,-0.003924,-0.011220,0.568372,0.998442,0.017287,0.007851,0.052462
1760130323.979139,3,-2.984734,-0.005527,0.040751,-0.003186,-0.011220,0.567745,0.996711,0.020528,0.001158,-0.078389
1760130324.010553,3,-2.992760,-0.000303,0.044654,-0.002466,-0.011442,0.568068,0.996984,0.022275,-0.001509,-0.074332
1760130324.046636,3,-2.997221,0.000414,0.050099,-0.001701,-0.011655,0.568374,0.997083,0.024967,-0.002013,-0.072095
1760130324.082435,3,-2.996980,0.003584,0.054684,-0.000936,-0.011849,0.568283,0.997016,0.027138,-0.003762,-0.072167
1760130324.114702,3,-2.999853,-0.009368,0.058860,-0.000145,-0.012056,0.568612,0.997037,0.029683,0.002587,-0.070917
1760130324.150813,3,3.043788,-0.005646,0.064660,0.000647,-0.012420,0.568684,0.998283,0.032148,0.004398,0.048766
1760130324.183028,3,-2.996957,-0.000388,0.068947,0.001421,-0.012451,0.568601,0.996793,0.034391,-0.002297,-0.072218
1760130324.218242,3,3.045073,0.002350,0.073625,0.002239,-0.012810,0.568777,0.998156,0.036818,0.000602,0.048252
1760130324.251071,3,3.043425,0.016659,0.078754,0.003041,-0.012999,0.568561,0.997971,0.039726,-0.006381,0.049352
1760130324.286580,3,-2.996414,-0.000305,0.084788,0.003856,-0.013033,0.568952,0.996470,0.042281,-0.002922,-0.072467
1760130324.323363,3,-3.000628,0.004767,0.088491,0.004686,-0.013211,0.568778,0.996546,0.043953,-0.005490,-0.070249
1760130324.355323,3,3.042983,0.010722,0.094487,0.005535,-0.013556,0.568591,0.997644,0.047432,-0.003021,0.049482
1760130324.391978,3,3.049797,0.007810,0.100256,0.006397,-0.013738,0.568898,0.997675,0.050233,-0.001597,0.046019
1760130324.422894,3,-2.996466,0.001321,0.104675,0.007228,-0.013745,0.568691,0.996005,0.052128,-0.004451,-0.072366
1760130324.459117,3,-2.997345,-0.001011,0.109520,0.008090,-0.013922,0.568747,0.995903,0.054627,-0.003441,-0.071981
1760130324.494530,3,3.056378,0.019644,0.115467,0.008970,-0.014263,0.568964,0.997356,0.058064,-0.007339,0.043088
1760130324.526877,3,-3.001887,0.007577,0.121237,0.009829,-0.014270,0.568941,0.995738,0.060169,-0.008000,-0.069438
1760130324.562259,3,-2.999890,0.005257,0.127055,0.010687,-0.014435,0.568930,0.995487,0.063140,-0.007111,-0.070482
1760130324.594872,3,-3.000972,-0.007800,0.130348,0.011598,-0.014592,0.568936,0.995386,0.065240,-0.000693,-0.070356
1760130324.630533,3,-3.003844,-0.001021,0.136000,0.012488,-0.014761,0.569053,0.995321,0.067822,-0.004168,-0.068695
1760130324.661897,3,-2.998389,0.004042,0.142087,0.013383,-0.014903,0.569061,0.994930,0.070658,-0.007089,-0.071217
1760130324.698661,3,3.059057,0.034866,0.149036,0.014282,-0.015207,0.568970,0.996171,0.075092,-0.014298,0.042432
1760130324.735231,3,3.064829,0.031707,0.154787,0.015196,-0.015348,0.569249,0.996100,0.077856,-0.012827,0.039477
1760130324.767070,3,3.065326,0.035498,0.159429,0.016111,-0.015490,0.569118,0.995889,0.080234,-0.014644,0.039409
1760130324.803571,3,3.066066,0.036625,0.164761,0.017036,-0.015624,0.569151,0.995674,0.082904,-0.015130,0.039126
1760130324.838930,3,3.068574,0.036786,0.171130,0.017949,-0.015739,0.569120,0.995452,0.086058,-0.015194,0.037932
1760130324.871173,3,-3.006740,0.007679,0.175816,0.018890,-0.015732,0.569387,0.993890,0.087337,-0.009731,-0.066778
