ros_time_sec,tag_id,roll(rad),pitch(rad),yaw(rad),tx(m),ty(m),tz(m),q_x,q_y,q_z,q_w
1760557514.433299,3,-2.969878,-0.014419,0.023372,-0.009716,-0.016050,0.560657,0.996215,0.012260,0.006180,-0.085828
1760557514.470934,3,-2.970193,-0.012352,0.023645,-0.009714,-0.016047,0.560616,0.996235,0.012307,0.005141,-0.085660
1760557514.502263,3,-2.970070,-0.011606,0.023665,-0.009711,-0.016046,0.560624,0.996232,0.012285,0.004768,-0.085717
1760557514.537849,3,-2.968053,-0.007965,0.023730,-0.009716,-0.016047,0.560515,0.996156,0.012165,0.002939,-0.086701
1760557514.573656,3,-2.971436,-0.009210,0.024109,-0.009715,-0.016050,0.560605,0.996295,0.012402,0.003563,-0.085024
1760557514.605320,3,-2.967716,-0.014664,0.023474,-0.009714,-0.016042,0.560443,0.996120,0.012329,0.006285,-0.086906
1760557514.641807,3,-2.967956,-0.009594,0.023965,-0.009718,-0.016044,0.560514,0.996146,0.012353,0.003740,-0.086759
1760557514.678657,3,-2.970472,-0.010955,0.023825,-0.009720,-0.016052,0.560745,0.996251,0.012337,0.004439,-0.085514
1760557514.709364,3,-2.969714,-0.011315,0.023836,-0.009716,-0.016046,0.560613,0.996217,0.012359,0.004613,-0.085894
1760557514.746064,3,-2.969984,-0.011156,0.023273,-0.009713,-0.016047,0.560491,0.996233,0.012071,0.004560,-0.085756
1760557514.781758,3,-2.970361,-0.013245,0.023313,-0.009716,-0.016046,0.560595,0.996241,0.012180,0.005601,-0.085580
1760557514.815197,3,-2.970597,-0.012715,0.023868,-0.009717,-0.016048,0.560584,0.996250,0.012433,0.005315,-0.085461
1760557514.851858,3,-2.968379,-0.010966,0.023704,-0.009719,-0.016050,0.560624,0.996161,0.012281,0.004437,-0.086556
1760557514.882563,3,-2.971968,-0.011067,0.023990,-0.009712,-0.016041,0.560620,0.996313,0.012420,0.004497,-0.084769
1760557514.918009,3,-2.968839,-0.011445,0.023509,-0.009714,-0.016041,0.560437,0.996181,0.012204,0.004687,-0.086329
1760557514.953445,3,-2.967217,-0.012866,0.023556,-0.009713,-0.016040,0.560367,0.996105,0.012293,0.005383,-0.087145
1760557514.985624,3,-2.969393,-0.012388,0.023797,-0.009713,-0.016046,0.560624,0.996200,0.012387,0.005147,-0.086059
1760557515.023462,3,-2.971081,-0.008493,0.023757,-0.009717,-0.016051,0.560635,0.996284,0.012196,0.003220,-0.085196
1760557515.057732,3,-2.969183,-0.017249,0.023184,-0.009710,-0.016045,0.560620,0.996174,0.012291,0.007594,-0.086189
1760557515.089367,3,-2.970802,-0.014031,0.023470,-0.009711,-0.016045,0.560520,0.996256,0.012290,0.005988,-0.085366
1760557515.126586,3,-2.967332,-0.009108,0.024097,-0.009716,-0.016039,0.560526,0.996119,0.012399,0.003488,-0.087067
1760557515.157695,3,-2.969271,-0.011881,0.023654,-0.009716,-0.016043,0.560543,0.996197,0.012294,0.004900,-0.086117
1760557515.194411,3,-2.969725,-0.015502,0.023340,-0.009713,-0.016042,0.560575,0.996204,0.012291,0.006720,-0.085910
1760557515.225748,3,-2.970617,-0.014271,0.023415,-0.009717,-0.016049,0.560643,0.996247,0.012274,0.006109,-0.085459
1760557515.262159,3,-2.969647,-0.009264,0.023956,-0.009714,-0.016045,0.560531,0.996220,0.012331,0.003586,-0.085915
1760557515.297165,3,-2.968212,-0.008824,0.023901,-0.009708,-0.016043,0.560485,0.996159,0.012287,0.003361,-0.086627
1760557515.329372,3,-2.973109,-0.017269,0.022916,-0.009710,-0.016050,0.560646,0.996343,0.012143,0.007639,-0.084232
1760557515.365693,3,-2.971835,-0.015911,0.023331,-0.009719,-0.016047,0.560602,0.996293,0.012297,0.006937,-0.084861
1760557515.401424,3,-2.970519,-0.011133,0.023862,-0.009713,-0.016044,0.560539,0.996252,0.012362,0.004527,-0.085491
1760557515.434035,3,-2.971808,-0.013992,0.023801,-0.009716,-0.016048,0.560706,0.996297,0.012450,0.005961,-0.084865
1760557515.469956,3,-2.971903,-0.009707,0.024002,-0.009721,-0.016051,0.560794,0.996314,0.012369,0.003819,-0.084794
1760557515.502144,3,-2.969324,-0.010191,0.023823,-0.009717,-0.016045,0.560518,0.996204,0.012305,0.004052,-0.086081
1760557515.537493,3,-2.971570,-0.006940,0.024167,-0.009723,-0.016052,0.560665,0.996306,0.012334,0.002431,-0.084944
1760557515.573245,3,-2.969273,-0.014096,0.023483,-0.009710,-0.016040,0.560409,0.996190,0.012304,0.006011,-0.086128
1760557515.605870,3,-2.968249,-0.007546,0.023832,-0.009717,-0.016041,0.560530,0.996165,0.012197,0.002727,-0.086601
1760557515.642545,3,-2.971402,-0.017954,0.023206,-0.009713,-0.016044,0.560648,0.996265,0.012323,0.007958,-0.085088
1760557515.678305,3,-2.971675,-0.015284,0.023445,-0.009714,-0.016046,0.560650,0.996288,0.012328,0.006619,-0.084937
1760557515.709929,3,-2.970197,-0.011105,0.023409,-0.009715,-0.016049,0.560593,0.996241,0.012136,0.004530,-0.085651
1760557515.745855,3,-2.966921,-0.014408,0.023774,-0.009715,-0.016044,0.560390,0.996085,0.012469,0.006139,-0.087302
1760557515.781733,3,-2.968720,-0.011211,0.023413,-0.009715,-0.016045,0.560558,0.996177,0.012146,0.004574,-0.086387
1760557515.813757,3,-2.969737,-0.009482,0.023654,-0.009716,-0.016047,0.560554,0.996225,0.012190,0.003708,-0.085871
1760557515.850247,3,-2.970938,-0.013150,0.023509,-0.009716,-0.016056,0.560740,0.996265,0.012271,0.005549,-0.085293
1760557515.882656,3,-2.971391,-0.014823,0.023497,-0.009716,-0.016052,0.560592,0.996278,0.012335,0.006386,-0.085077
1760557515.950305,3,-2.971376,-0.010911,0.023880,-0.009715,-0.016049,0.560576,0.996289,0.012360,0.004421,-0.085063
1760557515.986701,3,-2.970345,-0.009744,0.023910,-0.009710,-0.016039,0.560464,0.996249,0.012327,0.003832,-0.085570
1760557516.022437,3,-2.971304,-0.019624,0.023140,-0.009708,-0.016046,0.560554,0.996253,0.012362,0.008792,-0.085145
1760557516.054613,3,-2.968056,-0.015958,0.023382,-0.009705,-0.016045,0.560523,0.996130,0.012338,0.006935,-0.086744
1760557516.090235,3,-2.968918,-0.013964,0.023556,-0.009718,-0.016043,0.560573,0.996175,0.012336,0.005940,-0.086304
1760557516.125588,3,-2.968632,-0.011261,0.023795,-0.009713,-0.016045,0.560490,0.996171,0.012339,0.004582,-0.086432
1760557516.158045,3,-2.964599,-0.016278,0.023695,-0.009712,-0.016038,0.560365,0.995975,0.012520,0.007059,-0.088468
1760557516.193766,3,-2.968498,-0.012780,0.023223,-0.009708,-0.016045,0.560524,0.996163,0.012120,0.005362,-0.086506
1760557516.226158,3,-2.971852,-0.016251,0.023703,-0.009714,-0.016042,0.560587,0.996290,0.012497,0.007091,-0.084856
1760557516.262719,3,-2.971074,-0.012468,0.023677,-0.009716,-0.016048,0.560552,0.996272,0.012326,0.005203,-0.085222
1760557516.298061,3,-2.971047,-0.015364,0.023253,-0.009711,-0.016052,0.560676,0.996262,0.012238,0.006663,-0.085250
1760557516.331410,3,-2.972968,-0.015993,0.023777,-0.009719,-0.016053,0.560697,0.996338,0.012519,0.006966,-0.084299
1760557516.367339,3,-2.968510,-0.014769,0.023663,-0.009713,-0.016041,0.560417,0.996153,0.012425,0.006334,-0.086512
1760557516.401433,3,-2.970967,-0.012335,0.023708,-0.009718,-0.016046,0.560636,0.996268,0.012336,0.005135,-0.085275
1760557516.433850,3,-2.972571,-0.013755,0.023424,-0.009718,-0.016048,0.560611,0.996332,0.012250,0.005864,-0.084483
1760557516.470121,3,-2.970932,-0.010574,0.023733,-0.009717,-0.016054,0.560667,0.996272,0.012273,0.004256,-0.085282
1760557516.501856,3,-2.970536,-0.009305,0.023714,-0.009718,-0.016050,0.560624,0.996259,0.012211,0.003622,-0.085472
1760557516.537970,3,-2.973235,-0.009817,0.023965,-0.009716,-0.016059,0.560726,0.996371,0.012352,0.003884,-0.084131
1760557516.573024,3,-2.972956,-0.010754,0.023604,-0.009716,-0.016055,0.560731,0.996358,0.012212,0.004363,-0.084275
1760557516.605813,3,-2.966207,-0.013053,0.023620,-0.009717,-0.016038,0.560378,0.996060,0.012336,0.005467,-0.087649
1760557516.641816,3,-2.972244,-0.010536,0.024137,-0.009719,-0.016055,0.560654,0.996325,0.012470,0.004228,-0.084629
1760557516.675159,3,-2.970100,-0.008759,0.023967,-0.009715,-0.016045,0.560580,0.996240,0.012314,0.003337,-0.085687
1760557516.711756,3,-2.968871,-0.008336,0.023850,-0.009715,-0.016052,0.560608,0.996189,0.012240,0.003123,-0.086296
1760557516.745852,3,-2.967836,-0.012529,0.023398,-0.009713,-0.016047,0.560621,0.996134,0.012198,0.005226,-0.086834
1760557516.777638,3,-2.971110,-0.014574,0.023765,-0.009709,-0.016054,0.560590,0.996265,0.012459,0.006248,-0.085216
1760557516.815228,3,-2.972007,-0.016149,0.023378,-0.009715,-0.016045,0.560576,0.996299,0.012330,0.007055,-0.084777
1760557516.850306,3,-2.970165,-0.007972,0.024027,-0.009711,-0.016041,0.560490,0.996245,0.012310,0.002943,-0.085650
1760557516.883073,3,-2.971109,-0.013873,0.023744,-0.009714,-0.016044,0.560703,0.996268,0.012419,0.005900,-0.085213
1760557516.920088,3,-2.971189,-0.011186,0.024149,-0.009715,-0.016048,0.560486,0.996279,0.012506,0.004545,-0.085159
1760557516.953764,3,-2.969906,-0.015106,0.023424,-0.009709,-0.016042,0.560547,0.996213,0.012316,0.006520,-0.085818
1760557516.987392,3,-2.967781,-0.010157,0.023814,-0.009716,-0.016044,0.560566,0.996137,0.012302,0.004026,-0.086849
1760557517.053419,3,-2.970254,-0.011614,0.023564,-0.009709,-0.016042,0.560616,0.996241,0.012235,0.004777,-0.085625
1760557517.091195,3,-2.969947,-0.014394,0.023643,-0.009714,-0.016042,0.560500,0.996217,0.012394,0.006157,-0.085794
1760557517.126483,3,-2.971472,-0.008578,0.023953,-0.009719,-0.016052,0.560679,0.996300,0.012297,0.003256,-0.085002
1760557517.157956,3,-2.970298,-0.012638,0.023717,-0.009711,-0.016047,0.560577,0.996238,0.012355,0.005281,-0.085610
1760557517.194801,3,-2.970043,-0.010530,0.024087,-0.009711,-0.016051,0.560607,0.996232,0.012450,0.004214,-0.085725
1760557517.226310,3,-2.968821,-0.010826,0.023811,-0.009713,-0.016049,0.560570,0.996180,0.012328,0.004365,-0.086335
1760557517.262252,3,-2.971239,-0.015056,0.023423,-0.009710,-0.016049,0.560618,0.996271,0.012309,0.006504,-0.085153
1760557517.297332,3,-2.973103,-0.017974,0.023228,-0.009715,-0.016056,0.560676,0.996337,0.012328,0.007977,-0.084240
1760557517.329529,3,-2.971241,-0.010756,0.023890,-0.009717,-0.016050,0.560626,0.996284,0.012359,0.004342,-0.085129
1760557517.366328,3,-2.969627,-0.013705,0.023636,-0.009718,-0.016047,0.560509,0.996206,0.012362,0.005812,-0.085949
1760557517.398348,3,-2.973248,-0.016092,0.023132,-0.009714,-0.016057,0.560760,0.996353,0.012201,0.007044,-0.084157
1760557517.436200,3,-2.969054,-0.011727,0.023441,-0.009706,-0.016043,0.560524,0.996190,0.012181,0.004831,-0.086224
1760557517.470275,3,-2.970549,-0.009323,0.024264,-0.009717,-0.016047,0.560635,0.996256,0.012486,0.003608,-0.085467
1760557517.501503,3,-2.970358,-0.011101,0.023633,-0.009714,-0.016047,0.560658,0.996247,0.012247,0.004520,-0.085571
1760557517.538225,3,-2.972522,-0.012367,0.023308,-0.009715,-0.016050,0.560641,0.996336,0.012134,0.005177,-0.084499
1760557517.575748,3,-2.970925,-0.011798,0.023849,-0.009720,-0.016049,0.560624,0.996267,0.012383,0.004861,-0.085293
1760557517.605693,3,-2.968465,-0.015623,0.023358,-0.009713,-0.016047,0.560488,0.996149,0.012310,0.006772,-0.086538
1760557517.642269,3,-2.971501,-0.014395,0.023484,-0.009710,-0.016048,0.560612,0.996284,0.012310,0.006173,-0.085019
1760557517.675712,3,-2.972051,-0.013324,0.023819,-0.009713,-0.016052,0.560599,0.996310,0.012430,0.005629,-0.084740
1760557517.710320,3,-2.973086,-0.016249,0.023491,-0.009709,-0.016058,0.560771,0.996343,0.012387,0.007107,-0.084240
1760557517.745852,3,-2.969363,-0.010088,0.023635,-0.009710,-0.016044,0.560584,0.996207,0.012207,0.004009,-0.086061
1760557517.777788,3,-2.972775,-0.009149,0.023618,-0.009714,-0.016058,0.560670,0.996355,0.012152,0.003562,-0.084356
1760557517.813565,3,-2.969132,-0.013027,0.023776,-0.009711,-0.016040,0.560541,0.996186,0.012404,0.005465,-0.086193
1760557517.849493,3,-2.968676,-0.011690,0.023287,-0.009714,-0.016049,0.560551,0.996174,0.012104,0.004817,-0.086411
1760557517.884561,3,-2.969686,-0.013973,0.023360,-0.009712,-0.016045,0.560600,0.996209,0.012236,0.005958,-0.085921
1760557517.917711,3,-2.973776,-0.011188,0.023834,-0.009714,-0.016050,0.560774,0.996390,0.012343,0.004575,-0.083869
1760557517.953125,3,-2.969095,-0.013598,0.023791,-0.009714,-0.016044,0.560449,0.996182,0.012436,0.005749,-0.086215
1760557517.986108,3,-2.968251,-0.014236,0.023292,-0.009705,-0.016048,0.560486,0.996146,0.012218,0.006083,-0.086637
1760557518.017924,3,-2.971135,-0.012773,0.023685,-0.009709,-0.016044,0.560591,0.996274,0.012343,0.005355,-0.085193
1760557518.054108,3,-2.969584,-0.009333,0.023892,-0.009715,-0.016049,0.560625,0.996217,0.012302,0.003623,-0.085947
1760557518.090095,3,-2.970013,-0.015930,0.023392,-0.009711,-0.016048,0.560625,0.996215,0.012335,0.006933,-0.085769
1760557518.124370,3,-2.972927,-0.012900,0.023797,-0.009712,-0.016044,0.560696,0.996348,0.012399,0.005424,-0.084302
1760557518.157597,3,-2.970699,-0.017460,0.023561,-0.009710,-0.016050,0.560616,0.996236,0.012482,0.007692,-0.085436
1760557518.194099,3,-2.970523,-0.017354,0.022921,-0.009712,-0.016040,0.560454,0.996233,0.012159,0.007666,-0.085521
1760557518.227252,3,-2.970700,-0.011976,0.023732,-0.009712,-0.016048,0.560667,0.996258,0.012333,0.004953,-0.085405
1760557518.262537,3,-2.970172,-0.014147,0.023433,-0.009708,-0.016047,0.560586,0.996229,0.012278,0.006044,-0.085680
1760557518.299570,3,-2.972311,-0.013436,0.023518,-0.009711,-0.016043,0.560787,0.996322,0.012284,0.005699,-0.084611
1760557518.329579,3,-2.972189,-0.012767,0.023578,-0.009716,-0.016052,0.560728,0.996319,0.012286,0.005363,-0.084668
1760557518.368819,3,-2.967116,-0.011500,0.023540,-0.009712,-0.016040,0.560430,0.996106,0.012226,0.004702,-0.087188
1760557518.398965,3,-2.973577,-0.010670,0.024000,-0.009713,-0.016052,0.560667,0.996382,0.012405,0.004309,-0.083965
1760557518.433400,3,-2.969897,-0.009726,0.023646,-0.009714,-0.016052,0.560594,0.996231,0.012196,0.003831,-0.085793
1760557518.470029,3,-2.967989,-0.010308,0.023839,-0.009715,-0.016052,0.560507,0.996146,0.012321,0.004101,-0.086747
1760557518.501445,3,-2.969628,-0.009468,0.023738,-0.009708,-0.016053,0.560598,0.996220,0.012231,0.003697,-0.085926
1760557518.537707,3,-2.969847,-0.015327,0.023543,-0.009717,-0.016053,0.560585,0.996209,0.012385,0.006625,-0.085849
1760557518.573368,3,-2.970277,-0.012240,0.023620,-0.009709,-0.016058,0.560677,0.996239,0.012290,0.005087,-0.085618
1760557518.607698,3,-2.972772,-0.006676,0.027340,-0.009132,-0.016328,0.561457,0.996337,0.013902,0.002173,-0.084347
1760557518.641793,3,-2.973432,-0.006927,0.032055,-0.008573,-0.016505,0.561598,0.996329,0.016261,0.002105,-0.084025
1760557518.673822,3,-2.970717,-0.014131,0.035316,-0.007863,-0.016704,0.561531,0.996162,0.018195,0.005532,-0.085443
1760557518.710177,3,-2.967326,-0.006026,0.040623,-0.007150,-0.016919,0.561640,0.995991,0.020495,0.001234,-0.087066
1760557518.746088,3,-2.967058,-0.014657,0.043800,-0.006427,-0.017089,0.561222,0.995915,0.022453,0.005390,-0.087293
1760557518.778271,3,-2.973611,-0.010805,0.048955,-0.005657,-0.017310,0.561722,0.996151,0.024841,0.003329,-0.083997
1760557518.815098,3,-2.976503,-0.003783,0.054633,-0.004920,-0.017502,0.561762,0.996217,0.027376,-0.000368,-0.082471
1760557518.848480,3,-2.969404,-0.004635,0.059318,-0.004147,-0.017694,0.561648,0.995849,0.029744,-0.000242,-0.086018
1760557518.881845,3,-2.969158,-0.000299,0.064348,-0.003371,-0.017892,0.561708,0.995770,0.032062,-0.002621,-0.086071
1760557518.918806,3,-2.975090,-0.005787,0.069275,-0.002578,-0.018092,0.561885,0.995926,0.034751,0.000002,-0.083205
1760557518.950987,3,-2.971355,-0.001109,0.074063,-0.001801,-0.018279,0.561637,0.995695,0.036936,-0.002595,-0.084978
1760557518.986019,3,-2.969599,0.005137,0.079610,-0.000998,-0.018474,0.561694,0.995521,0.039427,-0.005975,-0.085721
1760557519.022247,3,-2.972865,-0.005048,0.084237,-0.000167,-0.018645,0.561585,0.995548,0.042169,-0.001035,-0.084295
1760557519.053311,3,3.048755,-0.001247,0.089698,0.000652,-0.019045,0.562174,0.997919,0.044757,0.002703,0.046327
1760557519.089190,3,-2.964696,0.000225,0.094414,0.001461,-0.019000,0.561445,0.994982,0.046995,-0.004280,-0.088230
1760557519.122007,3,-2.970948,0.003563,0.099495,0.002305,-0.019195,0.561689,0.995136,0.049395,-0.006011,-0.085025
1760557519.158358,3,-2.978004,-0.001793,0.104051,0.003148,-0.019385,0.561957,0.995304,0.051901,-0.003356,-0.081639
1760557519.194511,3,-2.978318,-0.008487,0.107487,0.003885,-0.019546,0.562244,0.995203,0.053884,-0.000157,-0.081655
1760557519.226514,3,-2.976818,-0.010270,0.112713,0.004753,-0.019726,0.562267,0.994989,0.056557,0.000474,-0.082451
1760557519.262234,3,-2.976695,-0.007839,0.118714,0.005623,-0.019898,0.562693,0.994821,0.059442,-0.000986,-0.082442
1760557519.297527,3,-2.969750,-0.015706,0.123797,0.006503,-0.020042,0.561962,0.994331,0.062301,0.002501,-0.086132
1760557519.329736,3,-2.967679,-0.005190,0.129181,0.007358,-0.020190,0.561928,0.994126,0.064527,-0.003026,-0.086833
1760557519.366366,3,-2.980544,0.000266,0.135731,0.008256,-0.020381,0.562469,0.994466,0.067583,-0.005587,-0.080243
1760557519.402351,3,-2.975332,-0.003402,0.139680,0.009136,-0.020517,0.562376,0.994106,0.069683,-0.004104,-0.082950
1760557519.433997,3,-2.977982,-0.009443,0.145434,0.010014,-0.020675,0.562244,0.993983,0.072794,-0.001244,-0.081839
1760557519.470561,3,-2.977971,-0.002290,0.151332,0.010930,-0.020828,0.562683,0.993796,0.075434,-0.005040,-0.081572
1760557519.501341,3,-2.972292,-0.005848,0.155242,0.011825,-0.020949,0.562227,0.993396,0.077512,-0.003651,-0.084520
1760557519.537674,3,-2.978372,-0.018345,0.161364,0.012743,-0.021092,0.562059,0.993327,0.081068,0.002542,-0.081988
1760557519.570670,3,-2.977557,0.000114,0.167991,0.013650,-0.021241,0.562413,0.993125,0.083610,-0.006930,-0.081632
1760557519.606524,3,-2.977571,-0.004051,0.172340,0.014578,-0.021352,0.562422,0.992925,0.085939,-0.005039,-0.081789
1760557519.642880,3,3.064696,0.028105,0.181113,0.015513,-0.021654,0.562585,0.995019,0.090895,-0.010508,0.039547
1760557519.676765,3,-2.978556,0.006914,0.184799,0.016424,-0.021605,0.562479,0.992448,0.091681,-0.010944,-0.080763
1760557519.713128,3,-2.980465,-0.000650,0.190255,0.017350,-0.021716,0.562721,0.992247,0.094702,-0.007321,-0.080144
1760557519.747281,3,-2.979430,0.000820,0.195644,0.018284,-0.021813,0.562640,0.991953,0.097312,-0.008317,-0.080565
1760557519.777801,3,-2.986343,-0.004336,0.200810,0.019224,-0.021928,0.562727,0.991948,0.100102,-0.005623,-0.077373
