ros_time_sec,fx,fy,fz
1760130317.589269,0.002773000,0.009417000,-0.221830000
1760130317.591255,0.010036000,0.039182000,-0.281758000
1760130317.593250,0.018601000,0.038677000,-0.258897000
1760130317.595286,0.018590000,0.033546000,-0.198481000
1760130317.597265,0.026928000,0.028314000,-0.289367000
1760130317.599268,0.003589000,0.008981000,-0.229418000
1760130317.601259,0.017349000,0.011312000,-0.213913000
1760130317.603273,-0.002357000,0.021822000,-0.244187000
1760130317.605281,0.002658000,0.024746000,-0.244130000
1760130317.607260,0.002110000,0.023948000,-0.243964000
1760130317.609274,-0.001843000,0.031871000,-0.259071000
1760130317.611260,0.003043000,0.019489000,-0.274669000
1760130317.613278,-0.003498000,0.027049000,-0.259149000
1760130317.615271,0.006185000,0.041624000,-0.236403000
1760130317.617276,-0.014286000,0.044103000,-0.274083000
1760130317.619292,0.010731000,0.024170000,-0.259371000
1760130317.621291,0.031578000,0.021582000,-0.282091000
1760130317.623296,-0.004873000,0.023998000,-0.236679000
1760130317.625296,-0.014287000,0.034107000,-0.251652000
1760130317.627279,0.009623000,0.023652000,-0.206411000
1760130317.629325,0.006817000,0.006754000,-0.267347000
1760130317.631282,0.025021000,0.021439000,-0.229245000
1760130317.633314,0.019115000,0.033831000,-0.266548000
1760130317.635305,0.006153000,0.045894000,-0.251300000
1760130317.637287,0.026292000,0.053271000,-0.251011000
1760130317.639292,0.009493000,0.034016000,-0.198333000
1760130317.641307,-0.006921000,0.018804000,-0.267045000
1760130317.643302,-0.009514000,0.007181000,-0.260062000
1760130317.645287,-0.001212000,0.011614000,-0.229403000
1760130317.647280,-0.010470000,0.030837000,-0.274275000
1760130317.649344,0.018125000,0.052871000,-0.243385000
1760130317.651317,0.014115000,0.041467000,-0.213367000
1760130317.653320,0.010080000,0.023673000,-0.267019000
1760130317.655315,0.019909000,0.053289000,-0.250636000
1760130317.657309,-0.015360000,0.029518000,-0.236622000
1760130317.659329,-0.005420000,0.024509000,-0.259499000
1760130317.661301,0.002264000,0.004382000,-0.229555000
