ros_time_sec,x,y,z,qx,qy,qz,qw,roll_deg,pitch_deg,yaw_deg
1762189211.141136,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.191400,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.191400,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.191400,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.191400,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.191400,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.241726,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.241726,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.241726,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.241726,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.241726,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.291955,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.291955,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.291955,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.291955,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.291955,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.342199,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.342199,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.342199,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.342199,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.342199,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.392330,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.392330,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.392330,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.392330,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.392330,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.442581,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.442581,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.442581,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.442581,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.442581,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.492708,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.492708,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.492708,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.492708,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.492708,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.542897,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.542897,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.542897,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.542897,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.542897,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.593028,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.593028,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.593028,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.593028,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.593028,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.643325,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.643325,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.643325,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.643325,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.643325,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.693738,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.693738,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.693738,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.693738,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.693738,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.743933,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.743933,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.743933,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.743933,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.743933,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.794196,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.794196,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.794196,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.794196,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.794196,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.844437,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.844437,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.844437,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.844437,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.844437,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.894741,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.894741,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.894741,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.894741,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.894741,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.944947,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.944947,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.944947,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.944947,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.944947,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.995264,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.995264,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.995264,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.995264,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.995264,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189211.995264,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.045452,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.045452,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.045452,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.045452,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.095814,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.095814,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.095814,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.095814,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.095814,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.146183,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.146183,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.146183,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.146183,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.146183,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.196444,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.196444,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.196444,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.196444,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.196444,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.246653,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.246653,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.246653,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.246653,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.246653,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.246653,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.296902,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.296902,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.296902,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.296902,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.347180,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.347180,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
1762189212.347180,0.486179938,-0.001586136,0.244809748,0.001017644,0.702603394,-0.001303147,0.711579747,-1.72771,89.27229,-1.91577
