ros_time_sec,fx,fy,fz,mx,my,mz,ee_x,ee_y,ee_z,ee_qx,ee_qy,ee_qz,ee_qw,tag_visible,tag_id,tag_roll(rad),tag_pitch(rad),tag_yaw(rad),tag_tx(m),tag_ty(m),tag_tz(m)
1762822872.561095,-0.003605920,0.022368720,0.002556773,-0.000482360,-0.000204200,-0.000216053,0.529025821,0.001190005,0.209428012,0.002852973,0.724062817,-0.001109118,0.689727241,1,3,-2.969924834,-0.004312185,0.022518002,-0.002875836,-0.015163225,0.559485404
1762822872.563069,0.011659080,0.013262720,0.007112773,0.000208640,-0.000148200,0.000406947,0.447980607,0.000468638,0.216834713,0.002506648,0.722222130,-0.001751449,0.691654425,1,3,-2.969995501,-0.007155663,0.022578285,-0.002869385,-0.015164914,0.559441731
1762822872.565082,0.041894080,0.026601720,0.004654773,-0.000317360,-0.000395200,0.000109947,0.447980607,0.000468638,0.216834713,0.002506648,0.722222130,-0.001751449,0.691654425,1,3,-2.969995501,-0.007155663,0.022578285,-0.002869385,-0.015164914,0.559441731
1762822872.567073,0.004247080,0.009889720,0.005357773,0.000076640,-0.000607200,-0.000567053,0.447980607,0.000468638,0.216834713,0.002506648,0.722222130,-0.001751449,0.691654425,1,3,-2.969995501,-0.007155663,0.022578285,-0.002869385,-0.015164914,0.559441731
1762822872.569102,0.019358080,0.022203720,0.007608773,0.000209640,-0.000359200,-0.000590053,0.447980607,0.000468638,0.216834713,0.002506648,0.722222130,-0.001751449,0.691654425,1,3,-2.969995501,-0.007155663,0.022578285,-0.002869385,-0.015164914,0.559441731
1762822872.571086,0.019313080,0.026673720,0.004752773,0.000070640,-0.000612200,-0.000263053,0.447980607,0.000468638,0.216834713,0.002506648,0.722222130,-0.001751449,0.691654425,1,3,-2.969995501,-0.007155663,0.022578285,-0.002869385,-0.015164914,0.559441731
1762822872.573081,0.004930080,-0.009044280,-0.008927227,0.000904640,0.000967800,-0.000315053,0.447980607,0.000468638,0.216834713,0.002506648,0.722222130,-0.001751449,0.691654425,1,3,-2.969995501,-0.007155663,0.022578285,-0.002869385,-0.015164914,0.559441731
1762822872.575101,0.019075080,0.018788720,0.010172773,-0.000460360,-0.000767200,-0.000561053,0.447980607,0.000468638,0.216834713,0.002506648,0.722222130,-0.001751449,0.691654425,1,3,-2.969995501,-0.007155663,0.022578285,-0.002869385,-0.015164914,0.559441731
1762822872.577101,0.041832080,0.035442720,0.014055773,0.000211640,-0.001153200,0.000004947,0.447980607,0.000468638,0.216834713,0.002506648,0.722222130,-0.001751449,0.691654425,1,3,-2.969995501,-0.007155663,0.022578285,-0.002869385,-0.015164914,0.559441731
1762822872.579087,0.019431080,-0.000075280,0.010963773,0.000363640,0.000771800,-0.000703053,0.447980607,0.000468638,0.216834713,0.002506648,0.722222130,-0.001751449,0.691654425,1,3,-2.969995501,-0.007155663,0.022578285,-0.002869385,-0.015164914,0.559441731
1762822872.581085,0.034123080,0.022056720,0.017210773,-0.000052360,-0.000243200,-0.000094053,0.447980607,0.000468638,0.216834713,0.002506648,0.722222130,-0.001751449,0.691654425,1,3,-2.969995501,-0.007155663,0.022578285,-0.002869385,-0.015164914,0.559441731
1762822872.583109,-0.018600920,0.005193720,0.007605773,0.000194640,-0.000361200,-0.000128053,0.447980607,0.000468638,0.216834713,0.002506648,0.722222130,-0.001751449,0.691654425,1,3,-2.969995501,-0.007155663,0.022578285,-0.002869385,-0.015164914,0.559441731
1762822872.585100,-0.003429920,0.018013720,0.000080773,-0.000207360,-0.000233200,-0.000157053,0.447980607,0.000468638,0.216834713,0.002506648,0.722222130,-0.001751449,0.691654425,1,3,-2.969995501,-0.007155663,0.022578285,-0.002869385,-0.015164914,0.559441731
1762822872.587121,-0.011078920,0.021857720,0.002420773,-0.000084360,0.000013800,-0.000076053,0.447980607,0.000468638,0.216834713,0.002506648,0.722222130,-0.001751449,0.691654425,1,3,-2.969995501,-0.007155663,0.022578285,-0.002869385,-0.015164914,0.559441731
1762822872.589092,0.019375080,0.031361720,0.002470773,-0.000066360,-0.000858200,-0.000700053,0.447980607,0.000468638,0.216834713,0.002506648,0.722222130,-0.001751449,0.691654425,1,3,-2.969995501,-0.007155663,0.022578285,-0.002869385,-0.015164914,0.559441731
1762822872.591084,0.003936080,0.022311720,0.017138773,0.000328640,-0.000681200,-0.000342053,0.447980607,0.000468638,0.216834713,0.002506648,0.722222130,-0.001751449,0.691654425,1,3,-2.969995501,-0.007155663,0.022578285,-0.002869385,-0.015164914,0.559441731
1762822872.593169,-0.003548920,0.021534720,0.007128773,0.000188640,0.000071800,0.000180947,0.447980607,0.000468638,0.216834713,0.002506648,0.722222130,-0.001751449,0.691654425,1,3,-2.969995501,-0.007155663,0.022578285,-0.002869385,-0.015164914,0.559441731
