ros_time_sec,fx,fy,fz
1760564014.410885,-0.028453653,-0.011143733,-0.045240733
1760564014.412898,-0.043046653,-0.030631733,-0.023465733
1760564014.414930,-0.035170653,-0.041370733,-0.014081733
1760564014.416889,-0.012756653,-0.036013733,-0.020966733
1760564014.418922,-0.051281653,0.000237267,-0.037056733
1760564014.420887,-0.035357653,-0.011845733,-0.010636733
1760564014.422913,-0.020498653,-0.018416733,-0.029723733
1760564014.424907,-0.012547653,-0.024024733,-0.017929733
1760564014.426900,-0.005046653,-0.031975733,-0.018187733
1760564014.428907,-0.104505653,-0.001913733,-0.031550733
1760564014.430892,-0.027657653,-0.036338733,-0.015678733
1760564014.432981,-0.043010653,-0.008766733,-0.016052733
1760564014.434970,-0.027843653,-0.015172733,-0.018262733
1760564014.436995,-0.019815653,-0.018479733,-0.004684733
1760564014.438999,-0.036029653,0.012345267,-0.036922733
1760564014.440988,-0.035820653,-0.016428733,-0.022530733
1760564014.442976,-0.020409653,-0.035719733,-0.020444733
1760564014.444961,-0.050752653,-0.023569733,-0.028444733
1760564014.446970,-0.066265653,-0.035778733,-0.035805733
1760564014.448972,-0.035621653,-0.049868733,-0.028352733
1760564014.451010,-0.104982653,-0.000961733,-0.051352733
1760564014.453017,-0.150043653,0.003848267,-0.040762733
1760564014.454933,-0.027607653,-0.023377733,-0.008513733
1760564014.456946,-0.043059653,-0.023523733,-0.022931733
1760564014.458975,-0.028041653,-0.027883733,-0.025519733
1760564014.460950,-0.042877653,-0.010447733,-0.010434733
1760564014.462942,-0.012577653,-0.024277733,-0.022818733
1760564014.464938,-0.035216653,-0.041258733,-0.013730733
1760564014.466949,-0.027689653,-0.040949733,-0.023071733
1760564014.468945,-0.043018653,-0.045071733,-0.015806733
1760564014.470955,-0.043331653,-0.053906733,-0.031131733
1760564014.472957,-0.042980653,-0.005319733,-0.013006733
1760564014.474960,-0.035263653,-0.031798733,-0.013002733
1760564014.476965,-0.005328653,-0.033006733,-0.027961733
1760564014.478970,-0.066026653,-0.032074733,-0.022889733
1760564014.480997,-0.051188653,-0.036614733,-0.040460733
1760564014.483043,-0.020098653,-0.017713733,-0.014744733
1760564014.485010,-0.028074653,-0.040857733,-0.017922733
1760564014.487008,-0.058183653,-0.032910733,-0.012650733
1760564014.489026,-0.043285653,-0.027772733,-0.030067733
1760564014.491005,-0.012520653,-0.023138733,-0.017674733
1760564014.492971,-0.066053653,-0.013277733,-0.028043733
1760564014.494992,-0.020420653,-0.036970733,-0.025939733
1760564014.497009,-0.058517653,0.001857267,-0.032446733
1760564014.498990,-0.020602653,-0.010095733,-0.034139733
1760564014.500969,-0.027269653,-0.041067733,0.001302267
1760564014.502995,-0.020576653,-0.012358733,-0.025478733
1760564014.504980,-0.050943653,-0.001951733,-0.024643733
1760564014.506985,-0.028023653,-0.023715733,-0.018253733
1760564014.508991,-0.034698653,-0.040881733,0.006454267
1760564014.511034,-0.035113653,-0.037038733,-0.010781733
1760564014.512981,-0.066250653,-0.030977733,-0.033172733
1760564014.515001,-0.011913653,-0.045407733,-0.006084733
1760564014.516995,-0.020056653,-0.010993733,-0.010945733
1760564014.518990,-0.012933653,-0.028466733,-0.025286733
1760564014.520997,-0.020212653,-0.023184733,-0.023187733
1760564014.523206,-0.035643653,-0.019794733,-0.025706733
1760564014.525069,-0.112028653,-0.009230733,-0.036358733
1760564014.527122,-0.035438653,-0.029240733,-0.015194733
1760564014.529070,-0.058286653,-0.023601733,-0.022718733
1760564014.531022,-0.050307653,-0.014618733,-0.007787733
1760564014.533061,-0.051002653,-0.010641733,-0.030448733
1760564014.535105,-0.043164653,-0.023565733,-0.012356733
1760564014.537026,-0.028050653,-0.011071733,-0.025627733
1760564014.539034,-0.050904653,-0.027856733,-0.020023733
1760564014.541018,-0.027536653,-0.027949733,-0.005462733
1760564014.543002,-0.043382653,-0.003005733,-0.039830733
1760564014.545021,-0.027672653,-0.041138733,-0.018310733
1760564014.547119,-0.035312653,-0.031053733,-0.017285733
1760564014.549104,-0.050975653,-0.023284733,-0.023074733
1760564014.551034,-0.028453653,-0.028853733,-0.030625733
1760564014.553041,-0.050660653,-0.005910733,-0.012740733
1760564014.555060,-0.035682653,-0.045032733,-0.020257733
1760564014.557040,-0.035403653,-0.015102733,-0.018442733
1760564014.559046,-0.043208653,-0.036978733,-0.025906733
1760564014.561036,-0.035087653,-0.049857733,-0.013407733
1760564014.563047,-0.043206653,-0.032621733,-0.023401733
1760564014.565042,-0.035747653,-0.006307733,-0.022249733
1760564014.567143,-0.035264653,-0.045503733,-0.015884733
1760564014.569042,-0.058684653,-0.012396733,-0.034530733
1760564014.571050,-0.042984653,-0.037087733,-0.021275733
1760564014.573062,-0.058686653,-0.022332733,-0.027981733
1760564014.575051,-0.035702653,-0.015943733,-0.032978733
1760564014.577051,-0.035418653,-0.019903733,-0.021075733
1760564014.579086,-0.035554653,-0.023568733,-0.023546733
