ros_time_sec,fx,fy,fz,mx,my,mz,ee_x,ee_y,ee_z,ee_qx,ee_qy,ee_qz,ee_qw,tag_visible,tag_id,tag_roll(rad),tag_pitch(rad),tag_yaw(rad),tag_tx(m),tag_ty(m),tag_tz(m),fw_contact,ft_trigger
1765227605.841157,0.016080413,-0.009207733,-0.008704800,0.000439213,-0.000031500,0.000301020,0.515904763,-0.002284178,0.142216041,0.001239515,0.706730148,-0.002625078,0.707477258,1,0,-3.100754029,0.052895646,0.038514648,0.096097692,-0.032262260,0.585173554,0,0
1765227605.843155,0.024823413,-0.013505733,-0.023776800,0.000606213,-0.001024500,0.000016020,0.515904763,-0.002284178,0.142216041,0.001239515,0.706730148,-0.002625078,0.707477258,1,0,-3.100754029,0.052895646,0.038514648,0.096097692,-0.032262260,0.585173554,0,0
1765227605.845141,0.038571413,-0.002024733,-0.009027800,-0.000564787,-0.000694500,-0.000123980,0.515904763,-0.002284178,0.142216041,0.001239515,0.706730148,-0.002625078,0.707477258,1,0,-3.100754029,0.052895646,0.038514648,0.096097692,-0.032262260,0.585173554,0,0
1765227605.847167,0.016405413,-0.018814733,-0.001037800,0.000541213,-0.000163500,-0.000227980,0.515904763,-0.002284178,0.142216041,0.001239515,0.706730148,-0.002625078,0.707477258,1,0,-3.100754029,0.052895646,0.038514648,0.096097692,-0.032262260,0.585173554,0,0
1765227605.849170,0.015499413,-0.029234733,0.014366200,0.001070213,0.000747500,0.000053020,0.515904763,-0.002284178,0.142216041,0.001239515,0.706730148,-0.002625078,0.707477258,1,0,-3.100754029,0.052895646,0.038514648,0.096097692,-0.032262260,0.585173554,0,0
1765227605.851161,0.014956413,-0.018113733,-0.023819800,0.002078213,-0.000525500,-0.000246980,0.515904763,-0.002284178,0.142216041,0.001239515,0.706730148,-0.002625078,0.707477258,1,0,-3.100754029,0.052895646,0.038514648,0.096097692,-0.032262260,0.585173554,0,0
1765227605.853154,0.015184413,-0.023797733,-0.023733800,0.001572213,0.000239500,-0.000111980,0.515904763,-0.002284178,0.142216041,0.001239515,0.706730148,-0.002625078,0.707477258,1,0,-3.100754029,0.052895646,0.038514648,0.096097692,-0.032262260,0.585173554,0,0
1765227605.855182,0.016998413,-0.018631733,-0.008376800,-0.000111787,-0.000797500,0.000172020,0.515904763,-0.002284178,0.142216041,0.001239515,0.706730148,-0.002625078,0.707477258,1,0,-3.100754029,0.052895646,0.038514648,0.096097692,-0.032262260,0.585173554,0,0
1765227605.857175,0.008202413,-0.005064733,-0.009141800,-0.000167787,0.001193500,-0.000233980,0.515904763,-0.002284178,0.142216041,0.001239515,0.706730148,-0.002625078,0.707477258,1,0,-3.100754029,0.052895646,0.038514648,0.096097692,-0.032262260,0.585173554,0,0
1765227605.859153,0.025218413,-0.022932733,-0.023669800,0.000709213,-0.001410500,-0.000518980,0.515904763,-0.002284178,0.142216041,0.001239515,0.706730148,-0.002625078,0.707477258,1,0,-3.100754029,0.052895646,0.038514648,0.096097692,-0.032262260,0.585173554,0,0
1765227605.861169,0.038055413,-0.011990733,-0.008892800,-0.000029787,-0.000302500,-0.000256980,0.515904763,-0.002284178,0.142216041,0.001239515,0.706730148,-0.002625078,0.707477258,1,0,-3.101732626,0.050681729,0.038156531,0.096074718,-0.032255637,0.585126699,0,0
1765227605.863176,0.015138413,-0.018284733,-0.031425800,0.001858213,-0.000400500,-0.000252980,0.515904763,-0.002284178,0.142216041,0.001239515,0.706730148,-0.002625078,0.707477258,1,0,-3.101732626,0.050681729,0.038156531,0.096074718,-0.032255637,0.585126699,0,0
1765227605.865180,0.029687413,0.008899267,-0.024444800,0.000222213,-0.001488500,-0.000397980,0.515904763,-0.002284178,0.142216041,0.001239515,0.706730148,-0.002625078,0.707477258,1,0,-3.101732626,0.050681729,0.038156531,0.096074718,-0.032255637,0.585126699,0,0
1765227605.867176,0.026001413,-0.014199733,-0.016382800,-0.000495787,-0.000410500,-0.000383980,0.515904763,-0.002284178,0.142216041,0.001239515,0.706730148,-0.002625078,0.707477258,1,0,-3.101732626,0.050681729,0.038156531,0.096074718,-0.032255637,0.585126699,0,0
1765227605.869226,0.032046413,-0.009293733,0.013793200,0.001532213,0.000148500,-0.000103980,0.515904763,-0.002284178,0.142216041,0.001239515,0.706730148,-0.002625078,0.707477258,1,0,-3.101732626,0.050681729,0.038156531,0.096074718,-0.032255637,0.585126699,0,0
